route_link,modified_date,origin_string,destination_string
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-google-building-n34th501,2019-11-22,the+westin+downtown+seattle,google+building+n34th501
https://www.lyft.com/rider/routes/amazon-oscar-to-seattle-center,2019-11-22,amazon+oscar,seattle+center
https://www.lyft.com/rider/routes/amazon-oscar-to-seattle-cruise-terminal,2019-11-22,amazon+oscar,seattle+cruise+terminal
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-nessie,2019-11-22,hyatt+regency+seattle,amazon+nessie
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-3rd-ave-transit-corridor,2019-11-22,hyatt+regency+seattle,3rd+ave+transit+corridor
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-boren-ave-n,2019-11-22,hyatt+regency+seattle,boren+ave+n
https://www.lyft.com/rider/routes/facebook-seattle-to-tesla-service-bellevue,2019-11-22,facebook+seattle,tesla+service+bellevue
https://www.lyft.com/rider/routes/swedish-cherry-hill-campus-to-seattle-tacoma-intl-airport,2019-11-22,swedish+cherry+hill+campus,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/othello-station-to-seattle-center,2019-11-22,othello+station,seattle+center
https://www.lyft.com/rider/routes/odegaard-library-to-seattle-tacoma-intl-airport,2019-11-22,odegaard+library,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/fred-hutch-center-to-hyatt-regency-seattle,2019-11-22,fred+hutch+center,hyatt+regency+seattle
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-boren-ave-n,2019-11-22,the+westin+downtown+seattle,boren+ave+n
https://www.lyft.com/rider/routes/seattle-childrens-hospital-to-amazon-oscar,2019-11-22,seattle+childrens+hospital,amazon+oscar
https://www.lyft.com/rider/routes/seattle-childrens-hospital-to-3rd-ave-transit-corridor,2019-11-22,seattle+childrens+hospital,3rd+ave+transit+corridor
https://www.lyft.com/rider/routes/seattle-childrens-hospital-to-amazon-alexandria,2019-11-22,seattle+childrens+hospital,amazon+alexandria
https://www.lyft.com/rider/routes/tacoma-dome-to-seattle-tacoma-intl-airport,2019-11-22,tacoma+dome,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/union-station-seattle-to-fred-hutch-center,2019-11-22,union+station+seattle,fred+hutch+center
https://www.lyft.com/rider/routes/seattle-childrens-hospital-to-amazon-port-99,2019-11-22,seattle+childrens+hospital,amazon+port+99
https://www.lyft.com/rider/routes/facebook-seattle-to-amazon-otter,2019-11-22,facebook+seattle,amazon+otter
https://www.lyft.com/rider/routes/southcenter-mall-to-facebook-seattle,2019-11-22,southcenter+mall,facebook+seattle
https://www.lyft.com/rider/routes/amazon-otter-to-seattle-tacoma-intl-airport,2019-11-22,amazon+otter,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/kaiser-permanente-capitol-hill-campus-to-facebook-seattle,2019-11-22,kaiser+permanente+capitol+hill+campus,facebook+seattle
https://www.lyft.com/rider/routes/overlake-medical-center-clinics-to-seattle-center,2019-11-22,overlake+medical+center+clinics,seattle+center
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-tesla-service-bellevue,2019-11-22,hyatt+regency+seattle,tesla+service+bellevue
https://www.lyft.com/rider/routes/odegaard-library-to-seattle-center,2019-11-22,odegaard+library,seattle+center
https://www.lyft.com/rider/routes/seattle-tacoma-intl-airport-to-tesla-service-bellevue,2019-11-22,seattle+tacoma+intl+airport,tesla+service+bellevue
https://www.lyft.com/rider/routes/the-bellevue-collection-to-facebook-seattle,2019-11-22,the+bellevue+collection,facebook+seattle
https://www.lyft.com/rider/routes/uw-medical-center-to-seattle-center,2019-11-22,uw+medical+center,seattle+center
https://www.lyft.com/rider/routes/slu-streetcar-only-lane-to-hyatt-regency-seattle,2019-11-22,slu+streetcar+only+lane,hyatt+regency+seattle
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-kumo,2019-11-22,the+westin+downtown+seattle,amazon+kumo
https://www.lyft.com/rider/routes/westlake-ave-and-olive-way-to-facebook-seattle,2019-11-22,westlake+ave+and+olive+way,facebook+seattle
https://www.lyft.com/rider/routes/amazon-kumo-to-seattle-center,2019-11-22,amazon+kumo,seattle+center
https://www.lyft.com/rider/routes/amazon-fiona-obidos-to-facebook-seattle,2019-11-22,amazon+fiona+obidos,facebook+seattle
https://www.lyft.com/rider/routes/union-station-seattle-to-seattle-tacoma-intl-airport,2019-11-22,union+station+seattle,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/tukwila-international-blvd-station-to-seattle-tacoma-intl-airport,2019-11-22,tukwila+international+blvd+station,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-seattle-tacoma-intl-airport,2019-11-22,the+westin+downtown+seattle,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/capitol-hill-station-to-facebook-seattle,2019-11-22,capitol+hill+station,facebook+seattle
https://www.lyft.com/rider/routes/swedish-cherry-hill-campus-to-facebook-seattle,2019-11-22,swedish+cherry+hill+campus,facebook+seattle
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-google-kirkland-building-a,2019-11-22,the+westin+downtown+seattle,google+kirkland+building+a
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-triumph-w,2019-11-22,the+westin+downtown+seattle,amazon+triumph+w
https://www.lyft.com/rider/routes/union-station-seattle-to-seattle-center,2019-11-22,union+station+seattle,seattle+center
https://www.lyft.com/rider/routes/va-puget-sound-to-seattle-center,2019-11-22,va+puget+sound,seattle+center
https://www.lyft.com/rider/routes/northwest-hospital-to-facebook-seattle,2019-11-22,northwest+hospital,facebook+seattle
https://www.lyft.com/rider/routes/google-bellevue-112-to-facebook-seattle,2019-11-22,google+bellevue+112,facebook+seattle
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-signature-flight-support-fka-landmark-kbfi,2019-11-22,the+westin+downtown+seattle,signature+flight+support+fka+landmark+kbfi
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-roxanne,2019-11-22,the+westin+downtown+seattle,amazon+roxanne
https://www.lyft.com/rider/routes/google-kirkland-building-a-to-seattle-center,2019-11-22,google+kirkland+building+a,seattle+center
https://www.lyft.com/rider/routes/amazon-day-1-to-hyatt-regency-seattle,2019-11-22,amazon+day+1,hyatt+regency+seattle
https://www.lyft.com/rider/routes/safeway-to-facebook-seattle,2019-11-22,safeway,facebook+seattle
https://www.lyft.com/rider/routes/amazon-mayday-to-facebook-seattle,2019-11-22,amazon+mayday,facebook+seattle
https://www.lyft.com/rider/routes/seattle-center-to-google-building-n34th501,2019-11-22,seattle+center,google+building+n34th501
https://www.lyft.com/rider/routes/facebook-seattle-to-amazon-alexandria,2019-11-22,facebook+seattle,amazon+alexandria
https://www.lyft.com/rider/routes/seattle-cruise-terminal-to-seattle-tacoma-intl-airport,2019-11-22,seattle+cruise+terminal,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/signature-flight-support-fka-landmark-kbfi-to-hyatt-regency-seattle,2019-11-22,signature+flight+support+fka+landmark+kbfi,hyatt+regency+seattle
https://www.lyft.com/rider/routes/signature-flight-support-fka-landmark-kbfi-to-seattle-tacoma-intl-airport,2019-11-22,signature+flight+support+fka+landmark+kbfi,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/marymoor-park-to-hyatt-regency-seattle,2019-11-22,marymoor+park,hyatt+regency+seattle
https://www.lyft.com/rider/routes/amazon-triumph-w-to-seattle-center,2019-11-22,amazon+triumph+w,seattle+center
https://www.lyft.com/rider/routes/amazon-port-99-to-seattle-tacoma-intl-airport,2019-11-22,amazon+port+99,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-mayday,2019-11-22,the+westin+downtown+seattle,amazon+mayday
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-nessie,2019-11-22,the+westin+downtown+seattle,amazon+nessie
https://www.lyft.com/rider/routes/fred-hutch-center-to-facebook-seattle,2019-11-22,fred+hutch+center,facebook+seattle
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-coral,2019-11-22,the+westin+downtown+seattle,amazon+coral
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-facebook-seattle,2019-11-22,hyatt+regency+seattle,facebook+seattle
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-coral,2019-11-22,hyatt+regency+seattle,amazon+coral
https://www.lyft.com/rider/routes/amazon-stackhouse-to-seattle-center,2019-11-22,amazon+stackhouse,seattle+center
https://www.lyft.com/rider/routes/northwest-hospital-to-seattle-center,2019-11-22,northwest+hospital,seattle+center
https://www.lyft.com/rider/routes/seattle-cruise-terminal-to-paine-field-airport,2019-11-22,seattle+cruise+terminal,paine+field+airport
https://www.lyft.com/rider/routes/facebook-seattle-to-paine-field-airport,2019-11-22,facebook+seattle,paine+field+airport
https://www.lyft.com/rider/routes/paine-field-airport-to-hyatt-regency-seattle,2019-11-22,paine+field+airport,hyatt+regency+seattle
https://www.lyft.com/rider/routes/columbia-city-station-to-seattle-center,2019-11-22,columbia+city+station,seattle+center
https://www.lyft.com/rider/routes/neptune-theatre-to-facebook-seattle,2019-11-22,neptune+theatre,facebook+seattle
https://www.lyft.com/rider/routes/odegaard-library-to-facebook-seattle,2019-11-22,odegaard+library,facebook+seattle
https://www.lyft.com/rider/routes/king-street-station-to-seattle-center,2019-11-22,king+street+station,seattle+center
https://www.lyft.com/rider/routes/amazon-coral-to-facebook-seattle,2019-11-22,amazon+coral,facebook+seattle
https://www.lyft.com/rider/routes/amazon-verzea-to-seattle-center,2019-11-22,amazon+verzea,seattle+center
https://www.lyft.com/rider/routes/pacific-place-to-seattle-center,2019-11-22,pacific+place,seattle+center
https://www.lyft.com/rider/routes/virginia-mason-medical-center-to-facebook-seattle,2019-11-22,virginia+mason+medical+center,facebook+seattle
https://www.lyft.com/rider/routes/union-station-seattle-to-boren-ave-n,2019-11-22,union+station+seattle,boren+ave+n
https://www.lyft.com/rider/routes/tukwila-international-blvd-station-to-hyatt-regency-seattle,2019-11-22,tukwila+international+blvd+station,hyatt+regency+seattle
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-roxanne,2019-11-22,hyatt+regency+seattle,amazon+roxanne
https://www.lyft.com/rider/routes/seattle-center-to-hyatt-regency-lake-washington,2019-11-22,seattle+center,hyatt+regency+lake+washington
https://www.lyft.com/rider/routes/seattle-cruise-terminal-to-3rd-ave-transit-corridor,2019-11-22,seattle+cruise+terminal,3rd+ave+transit+corridor
https://www.lyft.com/rider/routes/othello-station-to-seattle-tacoma-intl-airport,2019-11-22,othello+station,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/fred-lind-manor-to-seattle-center,2019-11-22,fred+lind+manor,seattle+center
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-hyatt-regency-seattle,2019-11-22,the+westin+downtown+seattle,hyatt+regency+seattle
https://www.lyft.com/rider/routes/columbia-city-station-to-seattle-tacoma-intl-airport,2019-11-22,columbia+city+station,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/union-station-seattle-to-amazon-port-99,2019-11-22,union+station+seattle,amazon+port+99
https://www.lyft.com/rider/routes/union-station-seattle-to-amazon-fiona-obidos,2019-11-22,union+station+seattle,amazon+fiona+obidos
https://www.lyft.com/rider/routes/seattle-center-to-amazon-fiona-obidos,2019-11-22,seattle+center,amazon+fiona+obidos
https://www.lyft.com/rider/routes/google-building-n34th501-to-facebook-seattle,2019-11-22,google+building+n34th501,facebook+seattle
https://www.lyft.com/rider/routes/westlake-ave-and-olive-way-to-seattle-center,2019-11-22,westlake+ave+and+olive+way,seattle+center
https://www.lyft.com/rider/routes/westlake-ave-and-olive-way-to-hyatt-regency-seattle,2019-11-22,westlake+ave+and+olive+way,hyatt+regency+seattle
https://www.lyft.com/rider/routes/seattle-childrens-hospital-to-seattle-center,2019-11-22,seattle+childrens+hospital,seattle+center
https://www.lyft.com/rider/routes/the-moore-theatre-to-seattle-tacoma-intl-airport,2019-11-22,the+moore+theatre,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-seattle-tacoma-intl-airport,2019-11-22,nordstrom+downtown+seattle,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-triumph-w,2019-11-22,hyatt+regency+seattle,amazon+triumph+w
https://www.lyft.com/rider/routes/auburn-station-to-hyatt-regency-seattle,2019-11-22,auburn+station,hyatt+regency+seattle
https://www.lyft.com/rider/routes/bellevue-bikeway-108th-ave-ne-to-seattle-tacoma-intl-airport,2019-11-22,bellevue+bikeway+108th+ave+ne,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/fairmont-olympic-hotel-to-seattle-cruise-terminal,2019-11-22,fairmont+olympic+hotel,seattle+cruise+terminal
https://www.lyft.com/rider/routes/space-needle-to-facebook-seattle,2019-11-22,space+needle,facebook+seattle
https://www.lyft.com/rider/routes/flatstick-pub-pioneer-square-to-hyatt-regency-seattle,2019-11-22,flatstick+pub+pioneer+square,hyatt+regency+seattle
https://www.lyft.com/rider/routes/northwest-hospital-to-hyatt-regency-seattle,2019-11-22,northwest+hospital,hyatt+regency+seattle
https://www.lyft.com/rider/routes/amazon-day-1-to-seattle-tacoma-intl-airport,2019-11-22,amazon+day+1,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-blackfoot,2019-11-22,the+westin+downtown+seattle,amazon+blackfoot
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-paine-field-airport,2019-11-22,the+westin+downtown+seattle,paine+field+airport
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-seattle-cruise-terminal,2019-11-22,the+westin+downtown+seattle,seattle+cruise+terminal
https://www.lyft.com/rider/routes/fairmont-olympic-hotel-to-seattle-center,2019-11-22,fairmont+olympic+hotel,seattle+center
https://www.lyft.com/rider/routes/king-street-station-to-hyatt-regency-seattle,2019-11-22,king+street+station,hyatt+regency+seattle
https://www.lyft.com/rider/routes/capitol-hill-station-to-seattle-tacoma-intl-airport,2019-11-22,capitol+hill+station,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-google-bellevue-112,2019-11-22,hyatt+regency+seattle,google+bellevue+112
https://www.lyft.com/rider/routes/southcenter-mall-to-seattle-center,2019-11-22,southcenter+mall,seattle+center
https://www.lyft.com/rider/routes/seattle-center-to-facebook-seattle,2019-11-22,seattle+center,facebook+seattle
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-facebook-seattle,2019-11-22,the+westin+downtown+seattle,facebook+seattle
https://www.lyft.com/rider/routes/overlake-medical-center-clinics-to-facebook-seattle,2019-11-22,overlake+medical+center+clinics,facebook+seattle
https://www.lyft.com/rider/routes/amazon-oscar-to-facebook-seattle,2019-11-22,amazon+oscar,facebook+seattle
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-stackhouse,2019-11-22,hyatt+regency+seattle,amazon+stackhouse
https://www.lyft.com/rider/routes/va-puget-sound-to-seattle-tacoma-intl-airport,2019-11-22,va+puget+sound,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-fred-hutch-center,2019-11-22,nordstrom+downtown+seattle,fred+hutch+center
https://www.lyft.com/rider/routes/seattle-center-to-google-building-lak-plz,2019-11-22,seattle+center,google+building+lak+plz
https://www.lyft.com/rider/routes/neptune-theatre-to-hyatt-regency-seattle,2019-11-22,neptune+theatre,hyatt+regency+seattle
https://www.lyft.com/rider/routes/fred-hutch-center-to-seattle-tacoma-intl-airport,2019-11-22,fred+hutch+center,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/pacific-place-to-seattle-cruise-terminal,2019-11-22,pacific+place,seattle+cruise+terminal
https://www.lyft.com/rider/routes/university-of-washington-station-to-seattle-center,2019-11-22,university+of+washington+station,seattle+center
https://www.lyft.com/rider/routes/union-station-seattle-to-amazon-oscar,2019-11-22,union+station+seattle,amazon+oscar
https://www.lyft.com/rider/routes/charbonneau-apts-to-seattle-center,2019-11-22,charbonneau+apts,seattle+center
https://www.lyft.com/rider/routes/safeway-to-hyatt-regency-seattle,2019-11-22,safeway,hyatt+regency+seattle
https://www.lyft.com/rider/routes/facebook-seattle-to-amazon-kumo,2019-11-22,facebook+seattle,amazon+kumo
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-amazon-oscar,2019-11-22,nordstrom+downtown+seattle,amazon+oscar
https://www.lyft.com/rider/routes/seattle-tacoma-intl-airport-to-paine-field-airport,2019-11-22,seattle+tacoma+intl+airport,paine+field+airport
https://www.lyft.com/rider/routes/seattle-tacoma-intl-airport-to-hyatt-regency-seattle,2019-11-22,seattle+tacoma+intl+airport,hyatt+regency+seattle
https://www.lyft.com/rider/routes/3rd-ave-transit-corridor-to-seattle-tacoma-intl-airport,2019-11-22,3rd+ave+transit+corridor,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/king-street-station-to-seattle-tacoma-intl-airport,2019-11-22,king+street+station,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/amazon-verzea-to-seattle-cruise-terminal,2019-11-22,amazon+verzea,seattle+cruise+terminal
https://www.lyft.com/rider/routes/kaiser-permanente-capitol-hill-campus-to-hyatt-regency-seattle,2019-11-22,kaiser+permanente+capitol+hill+campus,hyatt+regency+seattle
https://www.lyft.com/rider/routes/university-of-washington-station-to-seattle-cruise-terminal,2019-11-22,university+of+washington+station,seattle+cruise+terminal
https://www.lyft.com/rider/routes/amazon-triumph-w-to-seattle-tacoma-intl-airport,2019-11-22,amazon+triumph+w,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/union-station-seattle-to-hyatt-regency-lake-washington,2019-11-22,union+station+seattle,hyatt+regency+lake+washington
https://www.lyft.com/rider/routes/union-station-seattle-to-swedish-cherry-hill-campus,2019-11-22,union+station+seattle,swedish+cherry+hill+campus
https://www.lyft.com/rider/routes/northwest-hospital-to-seattle-tacoma-intl-airport,2019-11-22,northwest+hospital,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/auburn-station-to-seattle-tacoma-intl-airport,2019-11-22,auburn+station,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/uw-medical-center-to-seattle-tacoma-intl-airport,2019-11-22,uw+medical+center,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/seattle-childrens-hospital-to-hyatt-regency-seattle,2019-11-22,seattle+childrens+hospital,hyatt+regency+seattle
https://www.lyft.com/rider/routes/university-of-washington-station-to-hyatt-regency-seattle,2019-11-22,university+of+washington+station,hyatt+regency+seattle
https://www.lyft.com/rider/routes/othello-station-to-hyatt-regency-seattle,2019-11-22,othello+station,hyatt+regency+seattle
https://www.lyft.com/rider/routes/union-station-seattle-to-3rd-ave-transit-corridor,2019-11-22,union+station+seattle,3rd+ave+transit+corridor
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-seattle-cruise-terminal,2019-11-22,nordstrom+downtown+seattle,seattle+cruise+terminal
https://www.lyft.com/rider/routes/the-moore-theatre-to-seattle-cruise-terminal,2019-11-22,the+moore+theatre,seattle+cruise+terminal
https://www.lyft.com/rider/routes/the-moore-theatre-to-hyatt-regency-seattle,2019-11-22,the+moore+theatre,hyatt+regency+seattle
https://www.lyft.com/rider/routes/seattle-center-to-boren-ave-n,2019-11-22,seattle+center,boren+ave+n
https://www.lyft.com/rider/routes/lyft-office-to-seattle-tacoma-intl-airport,2019-11-22,lyft+office,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/space-needle-to-seattle-cruise-terminal,2019-11-22,space+needle,seattle+cruise+terminal
https://www.lyft.com/rider/routes/flatstick-pub-pioneer-square-to-seattle-tacoma-intl-airport,2019-11-22,flatstick+pub+pioneer+square,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/google-building-wdk-can-to-facebook-seattle,2019-11-22,google+building+wdk+can,facebook+seattle
https://www.lyft.com/rider/routes/google-building-wdk-can-to-seattle-tacoma-intl-airport,2019-11-22,google+building+wdk+can,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/amazon-nessie-to-facebook-seattle,2019-11-22,amazon+nessie,facebook+seattle
https://www.lyft.com/rider/routes/the-moore-theatre-to-seattle-center,2019-11-22,the+moore+theatre,seattle+center
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-amazon-roxanne,2019-11-22,nordstrom+downtown+seattle,amazon+roxanne
https://www.lyft.com/rider/routes/uw-medicine-slu-to-seattle-tacoma-intl-airport,2019-11-22,uw+medicine+slu,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-seattle-center,2019-11-22,nordstrom+downtown+seattle,seattle+center
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-fred-hutch-center,2019-11-22,the+westin+downtown+seattle,fred+hutch+center
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-seattle-center,2019-11-22,the+westin+downtown+seattle,seattle+center
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-swedish-cherry-hill-campus,2019-11-22,the+westin+downtown+seattle,swedish+cherry+hill+campus
https://www.lyft.com/rider/routes/overlake-medical-center-clinics-to-seattle-tacoma-intl-airport,2019-11-22,overlake+medical+center+clinics,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/virginia-mason-medical-center-to-hyatt-regency-seattle,2019-11-22,virginia+mason+medical+center,hyatt+regency+seattle
https://www.lyft.com/rider/routes/bellevue-bikeway-108th-ave-ne-to-seattle-center,2019-11-22,bellevue+bikeway+108th+ave+ne,seattle+center
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-kumo,2019-11-22,hyatt+regency+seattle,amazon+kumo
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-port-99,2019-11-22,hyatt+regency+seattle,amazon+port+99
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-google-building-n34th501,2019-11-22,hyatt+regency+seattle,google+building+n34th501
https://www.lyft.com/rider/routes/google-kirkland-building-a-to-seattle-tacoma-intl-airport,2019-11-22,google+kirkland+building+a,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/hyatt-regency-lake-washington-to-hyatt-regency-seattle,2019-11-22,hyatt+regency+lake+washington,hyatt+regency+seattle
https://www.lyft.com/rider/routes/the-moore-theatre-to-facebook-seattle,2019-11-22,the+moore+theatre,facebook+seattle
https://www.lyft.com/rider/routes/rainier-beach-station-to-seattle-tacoma-intl-airport,2019-11-22,rainier+beach+station,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/swedish-cherry-hill-campus-to-seattle-center,2019-11-22,swedish+cherry+hill+campus,seattle+center
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-facebook-seattle,2019-11-22,nordstrom+downtown+seattle,facebook+seattle
https://www.lyft.com/rider/routes/uw-medicine-slu-to-seattle-center,2019-11-22,uw+medicine+slu,seattle+center
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-amazon-oscar,2019-11-22,hyatt+regency+seattle,amazon+oscar
https://www.lyft.com/rider/routes/portland-intl-airport-to-seattle-tacoma-intl-airport,2019-11-22,portland+intl+airport,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/amazon-day-1-to-seattle-center,2019-11-22,amazon+day+1,seattle+center
https://www.lyft.com/rider/routes/amazon-alexandria-to-seattle-tacoma-intl-airport,2019-11-22,amazon+alexandria,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/fred-hutch-center-to-seattle-center,2019-11-22,fred+hutch+center,seattle+center
https://www.lyft.com/rider/routes/paramount-theatre-to-seattle-tacoma-intl-airport,2019-11-22,paramount+theatre,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-boren-ave-n,2019-11-22,nordstrom+downtown+seattle,boren+ave+n
https://www.lyft.com/rider/routes/lyft-office-to-seattle-center,2019-11-22,lyft+office,seattle+center
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-alexandria,2019-11-22,the+westin+downtown+seattle,amazon+alexandria
https://www.lyft.com/rider/routes/seattle-center-to-amazon-blackfoot,2019-11-22,seattle+center,amazon+blackfoot
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-hyatt-regency-lake-washington,2019-11-22,the+westin+downtown+seattle,hyatt+regency+lake+washington
https://www.lyft.com/rider/routes/amazon-kumo-to-seattle-tacoma-intl-airport,2019-11-22,amazon+kumo,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-google-building-lak-plz,2019-11-22,hyatt+regency+seattle,google+building+lak+plz
https://www.lyft.com/rider/routes/seattle-center-to-seattle-tacoma-intl-airport,2019-11-22,seattle+center,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/google-building-n34th501-to-seattle-tacoma-intl-airport,2019-11-22,google+building+n34th501,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/amazon-day-1-to-facebook-seattle,2019-11-22,amazon+day+1,facebook+seattle
https://www.lyft.com/rider/routes/the-bellevue-collection-to-seattle-tacoma-intl-airport,2019-11-22,the+bellevue+collection,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/king-street-station-to-seattle-cruise-terminal,2019-11-22,king+street+station,seattle+cruise+terminal
https://www.lyft.com/rider/routes/3rd-ave-transit-corridor-to-seattle-center,2019-11-22,3rd+ave+transit+corridor,seattle+center
https://www.lyft.com/rider/routes/qfc-bellevue-to-facebook-seattle,2019-11-22,qfc+bellevue,facebook+seattle
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-verzea,2019-11-22,the+westin+downtown+seattle,amazon+verzea
https://www.lyft.com/rider/routes/paramount-theatre-to-seattle-center,2019-11-22,paramount+theatre,seattle+center
https://www.lyft.com/rider/routes/kaiser-permanente-capitol-hill-campus-to-seattle-tacoma-intl-airport,2019-11-22,kaiser+permanente+capitol+hill+campus,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/virginia-mason-medical-center-to-seattle-tacoma-intl-airport,2019-11-22,virginia+mason+medical+center,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/amazon-oscar-to-seattle-tacoma-intl-airport,2019-11-22,amazon+oscar,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/charbonneau-apts-to-facebook-seattle,2019-11-22,charbonneau+apts,facebook+seattle
https://www.lyft.com/rider/routes/seattle-tacoma-intl-airport-to-marymoor-park,2019-11-22,seattle+tacoma+intl+airport,marymoor+park
https://www.lyft.com/rider/routes/hyatt-regency-seattle-to-seattle-center,2019-11-22,hyatt+regency+seattle,seattle+center
https://www.lyft.com/rider/routes/amazon-stackhouse-to-seattle-tacoma-intl-airport,2019-11-22,amazon+stackhouse,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-oscar,2019-11-22,the+westin+downtown+seattle,amazon+oscar
https://www.lyft.com/rider/routes/the-westin-downtown-seattle-to-amazon-fiona-obidos,2019-11-22,the+westin+downtown+seattle,amazon+fiona+obidos
https://www.lyft.com/rider/routes/paramount-theatre-to-facebook-seattle,2019-11-22,paramount+theatre,facebook+seattle
https://www.lyft.com/rider/routes/boren-ave-n-to-seattle-tacoma-intl-airport,2019-11-22,boren+ave+n,seattle+tacoma+intl+airport
https://www.lyft.com/rider/routes/virginia-mason-medical-center-to-seattle-center,2019-11-22,virginia+mason+medical+center,seattle+center
https://www.lyft.com/rider/routes/amazon-roxanne-to-facebook-seattle,2019-11-22,amazon+roxanne,facebook+seattle
https://www.lyft.com/rider/routes/nordstrom-downtown-seattle-to-amazon-otter,2019-11-22,nordstrom+downtown+seattle,amazon+otter
