ask,bid,change,contract_name,expiration,implied_volatility,last_trade,open_interest,perc_change,strike,volume
0.00,96.08,0.00,,"January 15, 2021",0,2020-08-04 11:34AM EDT,11,,,
0.00,44.65,0.00,,"September 11, 2020",0,2020-08-07 10:07AM EDT,1,,,
0.00,20.00,0.00,,"October 16, 2020",0,2020-08-07 3:57PM EDT,203,,,
0.00,16.95,0.00,,"October 16, 2020",0,2020-08-07 3:50PM EDT,67,,,
0.00,14.10,0.00,,"October 16, 2020",0,2020-08-07 3:59PM EDT,681,,,
0.00,11.60,0.00,,"October 16, 2020",0,2020-08-07 3:59PM EDT,"1,317",,,
0.00,9.31,0.00,,"October 16, 2020",0,2020-08-07 3:59PM EDT,845,,,
0.00,61.95,0.00,,"September 18, 2020",0,2020-08-07 2:53PM EDT,5,,,
0.00,56.40,0.00,,"September 18, 2020",0,2020-08-07 2:19PM EDT,1,,,
0.00,54.69,0.00,,"September 18, 2020",0,2020-08-07 11:26AM EDT,3,,,
0.00,49.31,0.00,,"September 18, 2020",0,2020-08-07 11:54AM EDT,370,,,
0.00,5.95,0.00,,"January 21, 2022",0,2020-08-07 3:24PM EDT,253,,,
0.00,6.70,0.00,,"January 21, 2022",0,2020-08-07 3:51PM EDT,100,,,
0.00,6.87,0.00,,"January 21, 2022",0,2020-08-05 10:31AM EDT,6,,,
0.00,7.92,0.00,,"January 21, 2022",0,2020-08-06 3:23PM EDT,1,,,
0.00,1.89,0.00,,"November 20, 2020",0,2020-08-07 3:30PM EDT,29,,,
0.00,2.80,0.00,,"November 20, 2020",0,2020-08-07 3:26PM EDT,65,,,
0.00,3.35,0.00,,"November 20, 2020",0,2020-08-07 3:50PM EDT,57,,,
0.00,4.10,0.00,,"November 20, 2020",0,2020-08-07 3:50PM EDT,113,,,
0.00,5.03,0.00,,"November 20, 2020",0,2020-08-07 3:30PM EDT,651,,,
0.00,6.08,0.00,,"November 20, 2020",0,2020-08-07 3:29PM EDT,76,,,
0.00,6.50,0.00,,"November 20, 2020",0,2020-08-07 11:46AM EDT,49,,,
0.00,8.73,0.00,,"November 20, 2020",0,2020-08-07 3:50PM EDT,23,,,
0.00,3.56,0.00,,"September 25, 2020",0,2020-08-07 3:13PM EDT,7,,,
0.00,3.80,0.00,,"September 25, 2020",0,2020-08-07 3:23PM EDT,6,,,
0.00,4.40,0.00,,"September 25, 2020",0,2020-08-07 3:49PM EDT,7,,,
0.00,5.20,0.00,,"September 25, 2020",0,2020-08-07 3:45PM EDT,5,,,
0.00,6.01,0.00,,"September 25, 2020",0,2020-08-07 3:16PM EDT,9,,,
0.00,6.93,0.00,,"September 25, 2020",0,2020-08-07 2:39PM EDT,18,,,
0.00,7.86,0.00,,"September 25, 2020",0,2020-08-07 2:39PM EDT,15,,,
25.55,28.72,30.35,,"March 18, 2022",14,2020-06-24 12:09PM EDT,3,,,
0.00,29.60,0.00,,"March 18, 2022",0,2020-07-31 1:48PM EDT,1,,,
0.00,29.80,0.00,,"March 18, 2022",0,2020-08-05 3:39PM EDT,25,,,
0.00,36.46,0.00,,"March 18, 2022",0,2020-08-07 3:31PM EDT,14,,,
0.00,40.08,0.00,,"March 18, 2022",0,2020-08-04 11:22AM EDT,20,,,
0.00,44.27,0.00,,"March 18, 2022",0,2020-08-03 11:28AM EDT,1,,,
0.00,52.10,0.00,,"August 14, 2020",0,2020-08-06 12:32PM EDT,-,,,
0.00,78.55,0.00,,"August 14, 2020",0,2020-07-31 9:50AM EDT,5,,,
0.00,82.85,0.00,,"August 14, 2020",0,2020-08-07 3:10PM EDT,1,,,
0.00,17.40,0.00,,"September 16, 2022",0,2020-08-06 12:07PM EDT,1,,,
0.00,20.45,0.00,,"September 16, 2022",0,2020-08-07 3:55PM EDT,5,,,
0.00,20.50,0.00,,"September 16, 2022",0,2020-08-05 11:24AM EDT,413,,,
0.00,24.55,0.00,,"September 16, 2022",0,2020-08-07 2:23PM EDT,2,,,
0.00,25.25,0.00,,"September 16, 2022",0,2020-08-07 11:09AM EDT,275,,,
0.00,27.20,0.00,,"September 16, 2022",0,2020-08-07 12:51PM EDT,2,,,
0.00,33.12,0.00,,"March 19, 2021",0,2020-08-07 3:59PM EDT,11,,,
0.00,30.35,0.00,,"March 19, 2021",0,2020-08-07 3:57PM EDT,17,,,
0.00,28.95,0.00,,"March 19, 2021",0,2020-08-06 2:57PM EDT,-,,,
0.00,24.89,0.00,,"March 19, 2021",0,2020-08-07 3:59PM EDT,49,,,
0.00,22.40,0.00,,"March 19, 2021",0,2020-08-07 3:55PM EDT,32,,,
0.00,20.00,0.00,,"March 19, 2021",0,2020-08-07 3:35PM EDT,123,,,
0.00,17.92,0.00,,"March 19, 2021",0,2020-08-07 3:03PM EDT,4,,,
0.00,9.60,0.00,,"December 18, 2020",0,2020-08-07 3:57PM EDT,65,,,
0.00,8.35,0.00,,"December 18, 2020",0,2020-08-07 3:59PM EDT,89,,,
0.00,6.95,0.00,,"December 18, 2020",0,2020-08-07 3:17PM EDT,30,,,
0.00,6.10,0.00,,"December 18, 2020",0,2020-08-07 3:49PM EDT,160,,,
0.00,4.30,0.00,,"December 18, 2020",0,2020-08-07 3:16PM EDT,27,,,
0.00,3.20,0.00,,"December 18, 2020",0,2020-08-07 3:54PM EDT,125,,,
0.00,25.30,0.00,,"June 17, 2022",0,2020-08-06 3:57PM EDT,1,,,
0.00,28.55,0.00,,"June 17, 2022",0,2020-08-04 9:38AM EDT,1,,,
0.00,32.35,0.00,,"June 17, 2022",0,2020-08-07 12:49PM EDT,1,,,
0.00,39.00,0.00,,"June 17, 2022",0,2020-08-07 2:23PM EDT,1,,,
0.00,43.05,0.00,,"June 17, 2022",0,2020-08-07 12:49PM EDT,3,,,
0.00,47.25,0.00,,"June 17, 2022",0,2020-08-03 9:56AM EDT,1,,,
0.00,95.00,0.00,,"January 15, 2021",0,2020-08-07 10:09AM EDT,3,,,
0.00,90.67,0.00,,"January 15, 2021",0,2020-08-07 10:35AM EDT,1,,,
0.00,85.50,0.00,,"January 15, 2021",0,2020-08-07 11:16AM EDT,5,,,
0.00,77.85,0.00,,"January 15, 2021",0,2020-08-07 2:10PM EDT,1,,,
0.00,73.02,0.00,,"January 15, 2021",0,2020-08-07 1:10PM EDT,2,,,
0.00,68.58,0.00,,"January 15, 2021",0,2020-08-07 1:50PM EDT,11,,,
0.00,65.00,0.00,,"January 15, 2021",0,2020-08-07 3:56PM EDT,50,,,
0.00,43.00,0.00,,"August 28, 2020",0,2020-08-07 12:48PM EDT,7,,,
0.00,35.34,0.00,,"September 11, 2020",0,2020-08-04 10:48AM EDT,3,,,
0.00,33.20,0.00,,"September 11, 2020",0,2020-08-07 3:51PM EDT,2,,,
0.00,29.90,0.00,,"September 11, 2020",0,2020-08-07 2:43PM EDT,1,,,
0.00,30.00,0.00,,"September 11, 2020",0,2020-08-07 11:53AM EDT,4,,,
0.00,25.35,0.00,,"September 11, 2020",0,2020-08-04 2:42PM EDT,1,,,
0.00,7.70,0.00,,"October 16, 2020",0,2020-08-07 3:48PM EDT,409,,,
0.00,5.95,0.00,,"October 16, 2020",0,2020-08-07 3:59PM EDT,706,,,
0.00,5.00,0.00,,"October 16, 2020",0,2020-08-07 3:59PM EDT,252,,,
0.00,3.80,0.00,,"October 16, 2020",0,2020-08-07 3:53PM EDT,636,,,
0.00,2.92,0.00,,"October 16, 2020",0,2020-08-07 3:58PM EDT,56,,,
0.00,2.33,0.00,,"October 16, 2020",0,2020-08-07 3:58PM EDT,"1,112",,,
0.00,67.80,0.00,,"August 21, 2020",0,2020-08-07 3:54PM EDT,2,,,
0.00,42.15,0.00,,"September 4, 2020",0,2020-08-07 3:30PM EDT,13,,,
0.00,42.97,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,343,,,
0.00,37.92,0.00,,"September 18, 2020",0,2020-08-07 3:26PM EDT,10,,,
0.00,32.60,0.00,,"September 18, 2020",0,2020-08-07 2:32PM EDT,25,,,
0.00,29.20,0.00,,"September 18, 2020",0,2020-08-07 3:55PM EDT,34,,,
0.00,24.80,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"1,742",,,
0.00,20.66,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,288,,,
0.00,16.85,0.00,,"September 18, 2020",0,2020-08-07 3:58PM EDT,816,,,
0.00,13.64,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"1,940",,,
0.00,8.87,0.00,,"January 21, 2022",0,2020-08-05 10:31AM EDT,109,,,
0.00,11.25,0.00,,"January 21, 2022",0,2020-08-07 3:09PM EDT,4,,,
0.00,12.65,0.00,,"January 21, 2022",0,2020-08-07 2:37PM EDT,2,,,
0.00,13.33,0.00,,"January 21, 2022",0,2020-08-05 3:49PM EDT,8,,,
0.00,14.60,0.00,,"January 21, 2022",0,2020-08-07 12:05PM EDT,5,,,
0.00,17.35,0.00,,"January 21, 2022",0,2020-08-07 2:45PM EDT,"2,001",,,
0.00,19.03,0.00,,"January 21, 2022",0,2020-08-07 1:41PM EDT,1,,,
0.00,10.18,0.00,,"November 20, 2020",0,2020-08-07 3:43PM EDT,134,,,
0.00,12.21,0.00,,"November 20, 2020",0,2020-08-07 3:20PM EDT,221,,,
0.00,14.30,0.00,,"November 20, 2020",0,2020-08-07 3:10PM EDT,292,,,
0.00,16.80,0.00,,"November 20, 2020",0,2020-08-07 2:17PM EDT,199,,,
0.00,19.10,0.00,,"November 20, 2020",0,2020-08-07 3:32PM EDT,37,,,
0.00,20.15,0.00,,"November 20, 2020",0,2020-08-06 2:19PM EDT,41,,,
0.00,27.95,0.00,,"November 20, 2020",0,2020-08-07 3:57PM EDT,4,,,
0.00,35.00,0.00,,"November 20, 2020",0,2020-08-04 2:29PM EDT,1,,,
0.00,6.95,0.00,,"September 25, 2020",0,2020-08-06 3:58PM EDT,-,,,
0.00,9.83,0.00,,"September 25, 2020",0,2020-08-07 3:25PM EDT,66,,,
0.00,11.00,0.00,,"September 25, 2020",0,2020-08-07 3:59PM EDT,5,,,
0.00,11.85,0.00,,"September 25, 2020",0,2020-08-07 12:50PM EDT,27,,,
0.00,12.68,0.00,,"September 25, 2020",0,2020-08-07 11:57AM EDT,3,,,
0.00,14.75,0.00,,"September 25, 2020",0,2020-08-07 10:57AM EDT,4,,,
0.00,20.71,0.00,,"September 25, 2020",0,2020-08-07 2:04PM EDT,1,,,
52.70,63.60,56.60,,"March 18, 2022",3,2020-06-15 2:53PM EDT,4,,,
0.00,57.95,0.00,,"March 18, 2022",0,2020-08-06 3:33PM EDT,2,,,
66.60,79.45,70.80,,"March 18, 2022",3,2020-06-15 2:54PM EDT,2,,,
78.80,83.40,82.60,,"March 18, 2022",3,2020-06-17 11:10AM EDT,1,,,
0.00,80.50,0.00,,"March 18, 2022",0,2020-08-03 9:59AM EDT,2,,,
0.00,31.17,0.00,,"September 16, 2022",0,2020-08-07 3:50PM EDT,3,,,
0.00,33.00,0.00,,"September 16, 2022",0,2020-08-07 12:47PM EDT,2,,,
0.00,35.70,0.00,,"September 16, 2022",0,2020-08-07 3:16PM EDT,186,,,
0.00,40.55,0.00,,"September 16, 2022",0,2020-08-07 12:58PM EDT,72,,,
0.00,46.25,0.00,,"September 16, 2022",0,2020-08-04 2:51PM EDT,11,,,
0.00,51.60,0.00,,"September 16, 2022",0,2020-08-05 11:39AM EDT,2,,,
0.00,54.50,0.00,,"September 16, 2022",0,2020-08-03 2:43PM EDT,7,,,
0.00,15.75,0.00,,"March 19, 2021",0,2020-08-07 2:46PM EDT,181,,,
0.00,14.55,0.00,,"March 19, 2021",0,2020-08-07 3:58PM EDT,11,,,
0.00,12.75,0.00,,"March 19, 2021",0,2020-08-07 3:11PM EDT,81,,,
0.00,10.88,0.00,,"March 19, 2021",0,2020-08-07 12:51PM EDT,34,,,
0.00,9.98,0.00,,"March 19, 2021",0,2020-08-07 3:34PM EDT,226,,,
0.00,7.50,0.00,,"March 19, 2021",0,2020-08-07 3:50PM EDT,116,,,
0.00,6.22,0.00,,"March 19, 2021",0,2020-08-07 1:36PM EDT,17,,,
0.00,4.85,0.00,,"March 19, 2021",0,2020-08-07 3:17PM EDT,119,,,
0.00,0.06,0.00,,"December 18, 2020",0,2020-08-04 3:26PM EDT,2,,,
0.00,0.16,0.00,,"December 18, 2020",0,2020-08-05 11:54AM EDT,2,,,
0.00,0.24,0.00,,"December 18, 2020",0,2020-08-05 10:59AM EDT,200,,,
0.00,0.28,0.00,,"December 18, 2020",0,2020-08-06 11:40AM EDT,10,,,
0.00,55.50,0.00,,"June 17, 2022",0,2020-07-21 1:58PM EDT,2,,,
0.00,66.47,0.00,,"June 17, 2022",0,2020-07-31 3:03PM EDT,2,,,
0.00,74.45,0.00,,"June 17, 2022",0,2020-07-24 11:13AM EDT,2,,,
74.15,76.50,76.10,,"June 17, 2022",66,2020-07-08 11:24AM EDT,2,,,
0.00,82.25,0.00,,"June 17, 2022",0,2020-08-03 11:05AM EDT,2,,,
0.00,60.38,0.00,,"January 15, 2021",0,2020-08-07 3:38PM EDT,21,,,
0.00,56.26,0.00,,"January 15, 2021",0,2020-08-07 3:56PM EDT,10,,,
0.00,51.10,0.00,,"January 15, 2021",0,2020-08-07 2:29PM EDT,12,,,
0.00,47.34,0.00,,"January 15, 2021",0,2020-08-07 1:56PM EDT,26,,,
0.00,43.47,0.00,,"January 15, 2021",0,2020-08-07 2:07PM EDT,1,,,
0.00,39.80,0.00,,"January 15, 2021",0,2020-08-07 2:54PM EDT,19,,,
0.00,36.40,0.00,,"January 15, 2021",0,2020-08-07 2:14PM EDT,14,,,
0.00,33.25,0.00,,"January 15, 2021",0,2020-08-07 3:59PM EDT,60,,,
0.00,40.15,0.00,,"August 28, 2020",0,2020-08-07 11:01AM EDT,23,,,
0.00,36.65,0.00,,"August 28, 2020",0,2020-08-06 1:16PM EDT,2,,,
0.00,36.03,0.00,,"August 28, 2020",0,2020-08-07 9:30AM EDT,4,,,
0.00,32.11,0.00,,"August 28, 2020",0,2020-08-07 11:43AM EDT,5,,,
0.00,27.35,0.00,,"August 28, 2020",0,2020-08-07 3:28PM EDT,1,,,
0.00,25.50,0.00,,"August 28, 2020",0,2020-08-07 3:58PM EDT,3,,,
0.00,22.00,0.00,,"August 28, 2020",0,2020-08-07 1:18PM EDT,9,,,
0.00,24.28,0.00,,"September 11, 2020",0,2020-08-07 3:50PM EDT,9,,,
0.00,22.13,0.00,,"September 11, 2020",0,2020-08-07 3:50PM EDT,9,,,
0.00,18.77,0.00,,"September 11, 2020",0,2020-08-07 1:18PM EDT,15,,,
0.00,19.61,0.00,,"September 11, 2020",0,2020-08-07 10:44AM EDT,1,,,
0.00,15.80,0.00,,"September 11, 2020",0,2020-08-07 3:00PM EDT,28,,,
0.00,15.05,0.00,,"September 11, 2020",0,2020-08-07 3:50PM EDT,20,,,
0.00,13.00,0.00,,"September 11, 2020",0,2020-08-07 3:49PM EDT,23,,,
0.00,11.00,0.00,,"September 11, 2020",0,2020-08-07 3:56PM EDT,22,,,
0.00,1.55,0.00,,"October 16, 2020",0,2020-08-07 3:59PM EDT,"1,229",,,
0.00,0.05,0.00,,"October 16, 2020",0,2020-08-07 2:53PM EDT,1,,,
0.00,0.05,0.00,,"October 16, 2020",0,2020-07-27 2:23PM EDT,2,,,
0.00,0.06,0.00,,"October 16, 2020",0,2020-08-07 10:04AM EDT,1,,,
0.00,0.10,0.00,,"October 16, 2020",0,2020-07-21 11:40AM EDT,2,,,
0.00,63.38,0.00,,"August 21, 2020",0,2020-08-06 12:26PM EDT,10,,,
0.00,56.32,0.00,,"August 21, 2020",0,2020-08-07 2:19PM EDT,1,,,
0.00,52.08,0.00,,"August 21, 2020",0,2020-08-07 3:12PM EDT,36,,,
0.00,46.60,0.00,,"August 21, 2020",0,2020-08-07 2:51PM EDT,6,,,
0.00,41.88,0.00,,"August 21, 2020",0,2020-08-07 1:14PM EDT,34,,,
0.00,37.35,0.00,,"September 4, 2020",0,2020-08-07 3:21PM EDT,1,,,
0.00,35.37,0.00,,"September 4, 2020",0,2020-08-07 3:58PM EDT,1,,,
0.00,32.95,0.00,,"September 4, 2020",0,2020-08-07 3:58PM EDT,1,,,
0.00,33.00,0.00,,"September 4, 2020",0,2020-08-06 2:26PM EDT,1,,,
0.00,31.01,0.00,,"September 4, 2020",0,2020-08-03 2:20PM EDT,16,,,
0.00,26.10,0.00,,"September 4, 2020",0,2020-08-07 12:55PM EDT,1,,,
0.00,10.85,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"1,504",,,
0.00,8.30,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"3,791",,,
0.00,6.25,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"2,509",,,
0.00,4.65,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"2,142",,,
0.00,19.30,0.00,,"January 21, 2022",0,2020-08-07 10:59AM EDT,3,,,
0.00,22.00,0.00,,"January 21, 2022",0,2020-08-07 12:46PM EDT,3,,,
0.00,23.10,0.00,,"January 21, 2022",0,2020-08-05 9:46AM EDT,2,,,
0.00,25.63,0.00,,"January 21, 2022",0,2020-08-05 9:49AM EDT,1,,,
0.00,30.05,0.00,,"January 21, 2022",0,2020-08-07 1:49PM EDT,244,,,
0.00,40.80,0.00,,"November 20, 2020",0,2020-08-06 2:18PM EDT,20,,,
50.95,48.40,52.40,,"November 20, 2020",5,2020-07-09 10:06AM EDT,2,,,
0.00,65.50,0.00,,"September 16, 2022",0,2020-08-04 3:50PM EDT,3,,,
0.00,71.50,0.00,,"September 16, 2022",0,2020-08-05 9:30AM EDT,2,,,
0.00,77.15,0.00,,"September 16, 2022",0,2020-08-03 11:04AM EDT,9,,,
0.00,84.90,0.00,,"September 16, 2022",0,2020-08-03 11:04AM EDT,6,,,
0.00,0.18,0.00,,"March 19, 2021",0,2020-08-07 3:04PM EDT,10,,,
0.00,0.17,0.00,,"March 19, 2021",0,2020-08-05 2:42PM EDT,1,,,
0.00,0.21,0.00,,"March 19, 2021",0,2020-07-23 1:41PM EDT,5,,,
0.00,0.32,0.00,,"March 19, 2021",0,2020-08-07 11:12AM EDT,2,,,
0.00,0.30,0.00,,"March 19, 2021",0,2020-08-03 1:45PM EDT,1,,,
0.00,0.28,0.00,,"December 18, 2020",0,2020-08-05 9:45AM EDT,4,,,
0.00,0.36,0.00,,"December 18, 2020",0,2020-07-27 3:14PM EDT,1,,,
0.00,0.50,0.00,,"December 18, 2020",0,2020-08-07 2:07PM EDT,3,,,
0.00,0.53,0.00,,"December 18, 2020",0,2020-08-06 3:38PM EDT,3,,,
0.00,0.69,0.00,,"December 18, 2020",0,2020-08-06 12:18PM EDT,2,,,
0.00,0.80,0.00,,"December 18, 2020",0,2020-08-06 3:32PM EDT,1,,,
0.00,30.19,0.00,,"January 15, 2021",0,2020-08-07 3:59PM EDT,68,,,
0.00,27.00,0.00,,"January 15, 2021",0,2020-08-07 3:59PM EDT,245,,,
0.00,23.80,0.00,,"January 15, 2021",0,2020-08-07 2:58PM EDT,11,,,
0.00,21.50,0.00,,"January 15, 2021",0,2020-08-07 3:56PM EDT,581,,,
0.00,21.80,0.00,,"August 28, 2020",0,2020-08-07 12:23PM EDT,7,,,
0.00,18.65,0.00,,"August 28, 2020",0,2020-08-07 3:58PM EDT,11,,,
0.00,16.43,0.00,,"August 28, 2020",0,2020-08-07 3:25PM EDT,25,,,
0.00,14.32,0.00,,"August 28, 2020",0,2020-08-07 3:43PM EDT,192,,,
0.00,9.70,0.00,,"September 11, 2020",0,2020-08-07 3:59PM EDT,269,,,
0.00,8.45,0.00,,"September 11, 2020",0,2020-08-07 3:59PM EDT,349,,,
0.00,7.10,0.00,,"September 11, 2020",0,2020-08-07 3:59PM EDT,252,,,
0.00,6.45,0.00,,"September 11, 2020",0,2020-08-07 3:59PM EDT,222,,,
0.00,5.30,0.00,,"September 11, 2020",0,2020-08-07 3:55PM EDT,119,,,
0.00,0.09,0.00,,"October 16, 2020",0,2020-08-07 10:59AM EDT,4,,,
0.00,0.12,0.00,,"October 16, 2020",0,2020-08-07 10:23AM EDT,3,,,
0.00,0.12,0.00,,"October 16, 2020",0,2020-08-06 10:13AM EDT,1,,,
0.00,0.16,0.00,,"October 16, 2020",0,2020-08-05 10:58AM EDT,20,,,
0.00,0.19,0.00,,"October 16, 2020",0,2020-08-05 12:49PM EDT,1,,,
0.00,0.23,0.00,,"October 16, 2020",0,2020-08-04 2:34PM EDT,1,,,
0.00,0.27,0.00,,"October 16, 2020",0,2020-08-07 11:49AM EDT,1,,,
0.00,36.37,0.00,,"August 21, 2020",0,2020-08-07 1:23PM EDT,7,,,
0.00,34.33,0.00,,"August 21, 2020",0,2020-08-04 12:44PM EDT,1,,,
0.00,32.09,0.00,,"August 21, 2020",0,2020-08-07 3:24PM EDT,60,,,
0.00,31.92,0.00,,"August 21, 2020",0,2020-08-07 11:38AM EDT,5,,,
0.00,27.50,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,114,,,
0.00,25.00,0.00,,"August 21, 2020",0,2020-08-07 1:03PM EDT,11,,,
0.00,22.60,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,130,,,
0.00,22.86,0.00,,"September 4, 2020",0,2020-08-07 2:20PM EDT,5,,,
0.00,22.50,0.00,,"September 4, 2020",0,2020-08-06 11:39AM EDT,19,,,
0.00,18.85,0.00,,"September 4, 2020",0,2020-08-07 1:57PM EDT,1,,,
0.00,17.22,0.00,,"September 4, 2020",0,2020-08-07 1:43PM EDT,2,,,
0.00,15.05,0.00,,"September 4, 2020",0,2020-08-07 3:18PM EDT,75,,,
0.00,13.09,0.00,,"September 4, 2020",0,2020-08-07 3:00PM EDT,37,,,
0.00,11.60,0.00,,"September 4, 2020",0,2020-08-07 3:59PM EDT,16,,,
0.00,3.40,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"4,482",,,
0.00,2.48,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"1,187",,,
0.00,1.82,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"1,445",,,
0.00,1.40,0.00,,"September 18, 2020",0,2020-08-07 3:58PM EDT,544,,,
0.00,1.07,0.00,,"September 18, 2020",0,2020-08-07 3:59PM EDT,"1,328",,,
0.00,0.85,0.00,,"September 18, 2020",0,2020-08-07 3:54PM EDT,210,,,
0.00,35.30,0.00,,"January 21, 2022",0,2020-08-07 2:26PM EDT,31,,,
0.00,39.25,0.00,,"January 21, 2022",0,2020-08-07 12:45PM EDT,234,,,
0.00,45.74,0.00,,"January 21, 2022",0,2020-08-07 12:55PM EDT,98,,,
0.00,52.75,0.00,,"January 21, 2022",0,2020-08-07 3:01PM EDT,48,,,
0.00,56.75,0.00,,"January 21, 2022",0,2020-08-04 10:28AM EDT,8,,,
0.00,109.40,0.00,,"September 16, 2022",0,2020-07-27 12:59PM EDT,1,,,
0.00,117.80,0.00,,"September 16, 2022",0,2020-07-17 12:04PM EDT,-,,,
0.00,119.29,0.00,,"September 16, 2022",0,2020-08-05 11:39AM EDT,2,,,
0.00,0.47,0.00,,"March 19, 2021",0,2020-07-13 10:28AM EDT,1,,,
0.00,0.46,0.00,,"March 19, 2021",0,2020-08-04 9:52AM EDT,1,,,
0.00,0.63,0.00,,"March 19, 2021",0,2020-07-31 10:43AM EDT,5,,,
0.00,0.87,0.00,,"March 19, 2021",0,2020-08-07 2:08PM EDT,5,,,
0.00,1.00,0.00,,"March 19, 2021",0,2020-08-06 3:00PM EDT,1,,,
0.00,1.05,0.00,,"March 19, 2021",0,2020-08-05 9:58AM EDT,2,,,
0.00,1.11,0.00,,"December 18, 2020",0,2020-08-07 3:45PM EDT,2,,,
0.00,1.35,0.00,,"December 18, 2020",0,2020-08-07 1:14PM EDT,9,,,
0.00,1.71,0.00,,"December 18, 2020",0,2020-08-07 3:26PM EDT,35,,,
0.00,2.12,0.00,,"December 18, 2020",0,2020-08-07 2:56PM EDT,21,,,
0.00,2.50,0.00,,"December 18, 2020",0,2020-08-07 3:58PM EDT,30,,,
0.00,2.70,0.00,,"December 18, 2020",0,2020-08-07 11:29AM EDT,20,,,
0.00,19.00,0.00,,"January 15, 2021",0,2020-08-07 3:59PM EDT,191,,,
0.00,16.75,0.00,,"January 15, 2021",0,2020-08-07 3:59PM EDT,"4,179",,,
0.00,14.65,0.00,,"January 15, 2021",0,2020-08-07 3:57PM EDT,297,,,
0.00,12.80,0.00,,"January 15, 2021",0,2020-08-07 3:59PM EDT,906,,,
0.00,12.50,0.00,,"August 28, 2020",0,2020-08-07 3:54PM EDT,42,,,
0.00,10.60,0.00,,"August 28, 2020",0,2020-08-07 3:59PM EDT,82,,,
0.00,9.40,0.00,,"August 28, 2020",0,2020-08-07 3:49PM EDT,27,,,
0.00,4.50,0.00,,"September 11, 2020",0,2020-08-07 3:47PM EDT,139,,,
0.00,3.80,0.00,,"September 11, 2020",0,2020-08-07 3:44PM EDT,99,,,
0.00,3.23,0.00,,"September 11, 2020",0,2020-08-07 3:59PM EDT,40,,,
0.00,2.76,0.00,,"September 11, 2020",0,2020-08-07 3:58PM EDT,206,,,
0.00,2.28,0.00,,"September 11, 2020",0,2020-08-07 3:59PM EDT,7,,,
0.00,1.96,0.00,,"September 11, 2020",0,2020-08-07 3:59PM EDT,275,,,
0.00,0.37,0.00,,"October 16, 2020",0,2020-08-07 3:37PM EDT,14,,,
0.00,0.44,0.00,,"October 16, 2020",0,2020-08-07 3:47PM EDT,1,,,
0.00,0.59,0.00,,"October 16, 2020",0,2020-08-07 1:29PM EDT,2,,,
0.00,0.76,0.00,,"October 16, 2020",0,2020-08-07 2:53PM EDT,4,,,
0.00,0.98,0.00,,"October 16, 2020",0,2020-08-07 3:47PM EDT,27,,,
0.00,20.20,0.00,,"August 21, 2020",0,2020-08-07 3:55PM EDT,1,,,
0.00,18.40,0.00,,"August 21, 2020",0,2020-08-07 3:50PM EDT,85,,,
0.00,15.60,0.00,,"August 21, 2020",0,2020-08-07 3:10PM EDT,52,,,
0.00,13.40,0.00,,"August 21, 2020",0,2020-08-07 3:59PM EDT,557,,,
0.00,10.37,0.00,,"September 4, 2020",0,2020-08-07 3:47PM EDT,68,,,
0.00,8.70,0.00,,"September 4, 2020",0,2020-08-07 3:56PM EDT,318,,,
0.00,7.45,0.00,,"September 4, 2020",0,2020-08-07 3:59PM EDT,748,,,
0.00,6.35,0.00,,"September 4, 2020",0,2020-08-07 3:59PM EDT,"1,117",,,
0.00,5.30,0.00,,"September 4, 2020",0,2020-08-07 3:58PM EDT,368,,,
0.00,4.50,0.00,,"September 4, 2020",0,2020-08-07 3:58PM EDT,430,,,
0.00,0.68,0.00,,"September 18, 2020",0,2020-08-07 3:50PM EDT,571,,,
0.00,0.60,0.00,,"September 18, 2020",0,2020-08-07 3:54PM EDT,229,,,
0.00,0.52,0.00,,"September 18, 2020",0,2020-08-07 3:58PM EDT,183,,,
0.00,0.45,0.00,,"September 18, 2020",0,2020-08-07 3:32PM EDT,75,,,
0.00,0.39,0.00,,"September 18, 2020",0,2020-08-07 3:37PM EDT,99,,,
0.00,68.20,0.00,,"January 21, 2022",0,2020-07-15 1:25PM EDT,1,,,
0.00,84.08,0.00,,"January 21, 2022",30,2020-07-09 4:58PM EDT,1,,,
0.00,86.68,0.00,,"January 21, 2022",0,2020-07-27 1:29PM EDT,1,,,
0.00,87.38,0.00,,"January 21, 2022",0,2020-08-03 10:23AM EDT,251,,,
0.00,1.45,0.00,,"March 19, 2021",0,2020-08-06 2:08PM EDT,5,,,
0.00,1.75,0.00,,"March 19, 2021",0,2020-08-06 3:33PM EDT,12,,,
0.00,2.44,0.00,,"March 19, 2021",0,2020-08-07 1:47PM EDT,1,,,
