ask,bid,change,contract_name,expiration,implied_volatility,last_trade,open_interest,option_type,perc_change,strike,volume
17.00,18.67,18.05,MSFT220318C00260000,"March 18, 2022",538,2020-08-06 3:26PM EDT,1,call,-0.83,260.00,-4.26%
14.90,16.20,15.65,MSFT220318C00270000,"March 18, 2022",845,2020-08-07 12:04PM EDT,1,call,0.00,270.00,-
12.95,14.45,13.70,MSFT220318C00280000,"March 18, 2022",381,2020-08-07 2:28PM EDT,2,call,0.00,280.00,-
9.60,10.97,10.85,MSFT220318C00300000,"March 18, 2022",1,2020-08-07 10:44AM EDT,1,call,0.00,300.00,-
5.30,5.40,5.55,MSFT210917C00310000,"September 17, 2021",95,2020-08-10 11:39AM EDT,2,call,-0.70,310.00,-11.48%
4.50,4.80,4.75,MSFT210917C00320000,"September 17, 2021",26,2020-08-10 10:36AM EDT,2,call,-0.25,320.00,-4.95%
1.93,1.40,2.24,MSFT210917P00100000,"September 17, 2021",170,2020-08-03 1:00PM EDT,7,put,0.00,100.00,-
2.31,1.61,2.65,MSFT210917P00105000,"September 17, 2021",132,2020-08-03 11:57AM EDT,4,put,0.00,105.00,-
2.78,2.30,3.10,MSFT210917P00110000,"September 17, 2021",262,2020-07-28 1:59PM EDT,1,put,0.00,110.00,-
9.75,9.40,11.00,MSFT220916P00130000,"September 16, 2022",617,2020-08-07 12:59PM EDT,2,put,0.00,130.00,-
11.35,9.25,12.15,MSFT220916P00135000,"September 16, 2022",90,2020-08-05 10:43AM EDT,2,put,0.00,135.00,-
12.85,10.60,13.50,MSFT220916P00140000,"September 16, 2022",422,2020-08-03 12:52PM EDT,46,put,0.00,140.00,-
14.30,13.75,15.30,MSFT220916P00145000,"September 16, 2022",648,2020-08-07 2:23PM EDT,1,put,0.00,145.00,-
15.80,14.00,16.70,MSFT220916P00150000,"September 16, 2022",639,2020-08-06 1:54PM EDT,1,put,0.00,150.00,-
17.60,17.65,18.25,MSFT220916P00155000,"September 16, 2022","1,031",2020-08-10 10:05AM EDT,1,put,+2.15,155.00,+13.87%
19.45,17.40,20.05,MSFT220916P00160000,"September 16, 2022",510,2020-08-06 12:07PM EDT,1,put,0.00,160.00,-
0.00,104.29,0.00,MSFT220617C00085000,"June 17, 2022",3,2020-07-09 4:58PM EDT,3,call,0.00,85.00,-
0.00,78.12,0.00,MSFT220617C00090000,"June 17, 2022",5,2020-07-09 4:58PM EDT,1,call,0.00,90.00,-
118.90,116.00,122.40,MSFT220617C00095000,"June 17, 2022",14,2020-07-08 11:32AM EDT,2,call,0.00,95.00,-
108.15,112.65,111.00,MSFT220617C00100000,"June 17, 2022",123,2020-08-04 2:53PM EDT,2,call,0.00,100.00,-
103.85,108.65,106.95,MSFT220617C00105000,"June 17, 2022",14,2020-07-22 3:47PM EDT,1,call,0.00,105.00,-
99.75,99.75,102.40,MSFT220617C00110000,"June 17, 2022",92,2020-07-14 2:51PM EDT,1,call,0.00,110.00,-
71.30,74.30,72.30,MSFT210618C00140000,"June 18, 2021","1,519",2020-08-10 9:40AM EDT,1,call,-3.70,140.00,-4.74%
67.05,73.65,68.25,MSFT210618C00145000,"June 18, 2021","2,827",2020-08-03 3:14PM EDT,6,call,0.00,145.00,-
62.75,64.00,63.95,MSFT210618C00150000,"June 18, 2021","1,015",2020-08-10 11:11AM EDT,2,call,-5.25,150.00,-7.58%
59.10,65.20,60.10,MSFT210618C00155000,"June 18, 2021",560,2020-08-07 11:27AM EDT,2,call,0.00,155.00,-
55.40,57.70,56.00,MSFT210618C00160000,"June 18, 2021","2,334",2020-08-10 9:54AM EDT,2,call,-2.00,160.00,-3.35%
51.75,56.30,52.85,MSFT210618C00165000,"June 18, 2021","2,268",2020-08-07 3:31PM EDT,11,call,0.00,165.00,-
48.15,48.75,49.25,MSFT210618C00170000,"June 18, 2021","2,739",2020-08-10 11:40AM EDT,4,call,-4.30,170.00,-8.11%
44.85,49.50,45.85,MSFT210618C00175000,"June 18, 2021","1,986",2020-08-05 2:26PM EDT,2,call,0.00,175.00,-
41.65,45.00,42.60,MSFT210618C00180000,"June 18, 2021","2,793",2020-08-07 1:13PM EDT,22,call,0.00,180.00,-
54.70,52.75,55.65,MSFT220121P00240000,"January 21, 2022",99,2020-08-07 3:01PM EDT,48,put,0.00,240.00,-
62.00,56.75,62.80,MSFT220121P00250000,"January 21, 2022",105,2020-08-04 10:28AM EDT,8,put,0.00,250.00,-
69.20,68.20,70.45,MSFT220121P00260000,"January 21, 2022",68,2020-07-15 1:25PM EDT,1,put,0.00,260.00,-
0.00,84.08,0.00,MSFT220121P00270000,"January 21, 2022",30,2020-07-09 4:58PM EDT,1,put,0.00,270.00,-
84.80,86.68,86.25,MSFT220121P00280000,"January 21, 2022",144,2020-07-27 1:29PM EDT,1,put,0.00,280.00,-
93.20,87.38,94.40,MSFT220121P00290000,"January 21, 2022",251,2020-08-03 10:23AM EDT,251,put,0.00,290.00,-
8.40,9.55,9.40,MSFT220318C00310000,"March 18, 2022",2,2020-08-07 9:57AM EDT,2,call,0.00,310.00,-
7.30,7.55,8.30,MSFT220318C00320000,"March 18, 2022",8,2020-08-06 11:52AM EDT,8,call,-0.34,320.00,-4.31%
1.33,1.53,1.55,MSFT220318P00080000,"March 18, 2022",879,2020-08-07 2:22PM EDT,873,put,0.00,80.00,-
1.66,1.68,2.27,MSFT220318P00085000,"March 18, 2022",108,2020-08-07 10:10AM EDT,128,put,0.00,85.00,-
2.01,2.02,2.66,MSFT220318P00090000,"March 18, 2022",192,2020-08-07 10:13AM EDT,94,put,0.00,90.00,-
2.16,2.69,3.85,MSFT220318P00095000,"March 18, 2022",65,2020-08-10 11:00AM EDT,2,put,-0.48,95.00,-15.14%
3.00,2.97,3.70,MSFT220318P00100000,"March 18, 2022",80,2020-07-28 3:18PM EDT,1,put,0.00,100.00,-
0.00,4.37,0.00,MSFT220318P00105000,"March 18, 2022",10,2020-07-09 4:58PM EDT,2,put,0.00,105.00,-
2.43,2.80,3.80,MSFT210917P00115000,"September 17, 2021",93,2020-07-02 3:50PM EDT,2,put,0.00,115.00,-
3.90,3.20,4.30,MSFT210917P00120000,"September 17, 2021",37,2020-07-23 11:10AM EDT,3,put,0.00,120.00,-
4.55,4.00,5.00,MSFT210917P00125000,"September 17, 2021",47,2020-08-06 1:19PM EDT,1,put,0.00,125.00,-
5.25,5.15,5.80,MSFT210917P00130000,"September 17, 2021",196,2020-08-07 1:28PM EDT,8,put,0.00,130.00,-
6.10,6.30,6.65,MSFT210917P00135000,"September 17, 2021",207,2020-08-10 10:56AM EDT,20,put,+1.85,135.00,+41.57%
7.05,6.88,7.60,MSFT210917P00140000,"September 17, 2021",28,2020-08-07 2:08PM EDT,1,put,0.00,140.00,-
8.10,7.02,8.65,MSFT210917P00145000,"September 17, 2021",186,2020-08-07 11:43AM EDT,2,put,0.00,145.00,-
9.20,8.58,9.80,MSFT210917P00150000,"September 17, 2021","1,027",2020-07-31 9:58AM EDT,1,put,0.00,150.00,-
10.45,9.75,11.00,MSFT210917P00155000,"September 17, 2021",542,2020-07-28 10:23AM EDT,10,put,0.00,155.00,-
11.85,11.62,12.40,MSFT210917P00160000,"September 17, 2021",308,2020-08-07 2:08PM EDT,2,put,+0.21,160.00,+1.84%
21.15,21.50,21.60,MSFT220916P00165000,"September 16, 2022",130,2020-08-10 11:09AM EDT,7,put,+1.05,165.00,+5.13%
22.95,20.50,24.05,MSFT220916P00170000,"September 16, 2022",709,2020-08-05 11:24AM EDT,413,put,0.00,170.00,-
24.95,25.00,26.20,MSFT220916P00175000,"September 16, 2022",112,2020-08-10 9:51AM EDT,3,put,+0.45,175.00,+1.83%
27.50,28.00,28.00,MSFT220916P00180000,"September 16, 2022",413,2020-08-10 11:47AM EDT,5,put,+2.75,180.00,+10.89%
29.50,27.20,30.70,MSFT220916P00185000,"September 16, 2022",114,2020-08-07 12:51PM EDT,2,put,0.00,185.00,-
32.10,31.00,33.15,MSFT220916P00190000,"September 16, 2022",219,2020-08-10 9:30AM EDT,10,put,-0.17,190.00,-0.55%
34.40,33.00,35.60,MSFT220916P00195000,"September 16, 2022",128,2020-08-07 12:47PM EDT,2,put,0.00,195.00,-
36.95,37.65,38.25,MSFT220916P00200000,"September 16, 2022",599,2020-08-10 10:43AM EDT,6,put,+1.95,200.00,+5.46%
95.70,100.90,98.25,MSFT220617C00115000,"June 17, 2022",89,2020-08-06 11:50AM EDT,1,call,0.00,115.00,-
84.50,81.89,88.25,MSFT220617C00120000,"June 17, 2022",29,2020-06-24 12:11PM EDT,3,call,0.00,120.00,-
87.45,87.19,89.85,MSFT220617C00125000,"June 17, 2022",28,2020-07-20 10:41AM EDT,2,call,0.00,125.00,-
83.50,88.02,86.05,MSFT220617C00130000,"June 17, 2022",194,2020-08-04 3:47PM EDT,2,call,0.00,130.00,-
79.75,87.60,81.90,MSFT220617C00135000,"June 17, 2022",122,2020-08-06 3:40PM EDT,2,call,0.00,135.00,-
76.05,70.85,78.45,MSFT220617C00140000,"June 17, 2022",131,2020-07-31 11:20AM EDT,1,call,0.00,140.00,-
72.00,67.80,74.70,MSFT220617C00145000,"June 17, 2022",159,2020-07-27 1:23PM EDT,2,call,0.00,145.00,-
38.55,38.80,39.30,MSFT210618C00185000,"June 18, 2021","1,659",2020-08-07 12:11PM EDT,1,call,-3.99,185.00,-9.32%
35.50,36.38,36.40,MSFT210618C00190000,"June 18, 2021","8,914",2020-08-10 11:36AM EDT,11,call,-3.16,190.00,-7.99%
32.45,33.35,33.55,MSFT210618C00195000,"June 18, 2021","1,677",2020-08-10 10:47AM EDT,3,call,-2.65,195.00,-7.36%
30.15,30.75,30.85,MSFT210618C00200000,"June 18, 2021","3,432",2020-08-10 11:39AM EDT,21,call,-3.45,200.00,-10.09%
25.60,25.86,26.00,MSFT210618C00210000,"June 18, 2021","7,714",2020-08-10 11:36AM EDT,58,call,-2.44,210.00,-8.62%
21.15,21.80,21.65,MSFT210618C00220000,"June 18, 2021","4,102",2020-08-10 11:30AM EDT,91,call,-2.35,220.00,-9.73%
17.40,17.75,17.85,MSFT210618C00230000,"June 18, 2021","2,379",2020-08-10 11:40AM EDT,74,call,-2.25,230.00,-11.25%
2.15,4.15,5.95,MSFT220318P00110000,"March 18, 2022",25,2020-06-30 2:09PM EDT,29,put,0.00,110.00,-
2.93,4.55,7.05,MSFT220318P00115000,"March 18, 2022",27,2020-07-10 2:18PM EDT,1,put,0.00,115.00,-
0.00,10.72,0.00,MSFT220318P00120000,"March 18, 2022",6,2020-07-09 4:58PM EDT,2,put,0.00,120.00,-
6.55,6.15,7.45,MSFT220318P00125000,"March 18, 2022",40,2020-07-24 11:35AM EDT,1,put,0.00,125.00,-
7.55,6.35,8.45,MSFT220318P00130000,"March 18, 2022",202,2020-08-04 10:28AM EDT,2,put,0.00,130.00,-
8.65,8.50,9.55,MSFT220318P00135000,"March 18, 2022",46,2020-07-17 9:36AM EDT,1,put,0.00,135.00,-
9.80,9.76,10.80,MSFT220318P00140000,"March 18, 2022",171,2020-08-07 2:35PM EDT,3,put,0.00,140.00,-
8.50,10.90,11.65,MSFT220318P00145000,"March 18, 2022",95,2020-06-22 3:24PM EDT,50,put,0.00,145.00,-
12.45,11.50,13.35,MSFT220318P00150000,"March 18, 2022",66,2020-08-07 11:29AM EDT,1,put,0.00,150.00,-
13.35,11.71,13.75,MSFT210917P00165000,"September 17, 2021",119,2020-08-05 11:49AM EDT,6,put,0.00,165.00,-
14.95,14.20,15.50,MSFT210917P00170000,"September 17, 2021",463,2020-08-07 3:03PM EDT,1,put,0.00,170.00,-
16.65,15.85,17.30,MSFT210917P00175000,"September 17, 2021",301,2020-08-07 3:03PM EDT,1,put,0.00,175.00,-
18.60,16.27,18.90,MSFT210917P00180000,"September 17, 2021",672,2020-08-06 1:44PM EDT,14,put,0.00,180.00,-
20.45,16.50,21.20,MSFT210917P00185000,"September 17, 2021",427,2020-08-03 3:57PM EDT,84,put,0.00,185.00,-
22.65,22.82,23.30,MSFT210917P00190000,"September 17, 2021","1,232",2020-08-06 9:42AM EDT,19,put,+2.22,190.00,+10.78%
24.85,23.40,25.60,MSFT210917P00195000,"September 17, 2021",352,2020-08-07 3:56PM EDT,2,put,0.00,195.00,-
27.20,24.15,28.05,MSFT210917P00200000,"September 17, 2021",639,2020-08-06 1:44PM EDT,14,put,0.00,200.00,-
42.40,41.60,43.75,MSFT220916P00210000,"September 16, 2022",503,2020-08-10 9:48AM EDT,10,put,+1.05,210.00,+2.59%
48.25,48.00,49.60,MSFT220916P00220000,"September 16, 2022",221,2020-08-10 10:26AM EDT,4,put,+1.75,220.00,+3.78%
54.55,51.60,56.15,MSFT220916P00230000,"September 16, 2022",19,2020-08-05 11:39AM EDT,2,put,0.00,230.00,-
60.85,54.50,62.65,MSFT220916P00240000,"September 16, 2022",12,2020-08-03 2:43PM EDT,7,put,0.00,240.00,-
67.85,65.50,69.70,MSFT220916P00250000,"September 16, 2022",48,2020-08-04 3:50PM EDT,3,put,0.00,250.00,-
74.80,71.50,76.85,MSFT220916P00260000,"September 16, 2022",3,2020-08-05 9:30AM EDT,2,put,0.00,260.00,-
82.45,77.15,84.40,MSFT220916P00270000,"September 16, 2022",30,2020-08-03 11:04AM EDT,9,put,0.00,270.00,-
69.10,69.50,71.15,MSFT220617C00150000,"June 17, 2022",434,2020-08-10 11:00AM EDT,30,call,-6.05,150.00,-8.01%
65.45,71.97,67.60,MSFT220617C00155000,"June 17, 2022",300,2020-08-07 10:51AM EDT,2,call,0.00,155.00,-
62.30,64.20,64.35,MSFT220617C00160000,"June 17, 2022",246,2020-07-28 1:24PM EDT,5,call,+4.95,160.00,+8.35%
59.10,62.25,61.20,MSFT220617C00165000,"June 17, 2022",268,2020-08-03 11:17AM EDT,2,call,0.00,165.00,-
56.25,60.60,58.25,MSFT220617C00170000,"June 17, 2022",236,2020-08-05 2:13PM EDT,6,call,0.00,170.00,-
53.15,56.60,55.25,MSFT220617C00175000,"June 17, 2022","1,436",2020-08-05 3:50PM EDT,14,call,0.00,175.00,-
50.40,52.30,52.20,MSFT220617C00180000,"June 17, 2022",323,2020-08-07 3:51PM EDT,7,call,-2.60,180.00,-4.74%
47.80,52.00,49.20,MSFT220617C00185000,"June 17, 2022",113,2020-08-03 2:23PM EDT,7,call,0.00,185.00,-
45.30,49.34,46.60,MSFT220617C00190000,"June 17, 2022",178,2020-08-07 11:55AM EDT,2,call,0.00,190.00,-
14.20,14.50,14.85,MSFT210618C00240000,"June 18, 2021","10,438",2020-08-10 10:49AM EDT,82,call,-2.20,240.00,-13.17%
11.85,12.15,12.10,MSFT210618C00250000,"June 18, 2021","6,819",2020-08-10 11:35AM EDT,96,call,-1.65,250.00,-11.96%
9.70,9.92,9.85,MSFT210618C00260000,"June 18, 2021","1,938",2020-08-10 11:36AM EDT,23,call,-1.23,260.00,-11.03%
7.75,8.10,8.10,MSFT210618C00270000,"June 18, 2021","2,638",2020-08-10 11:34AM EDT,9,call,-1.14,270.00,-12.34%
6.35,6.55,6.65,MSFT210618C00280000,"June 18, 2021","5,362",2020-08-10 11:36AM EDT,27,call,-1.15,280.00,-14.94%
5.15,5.25,5.50,MSFT210618C00290000,"June 18, 2021",2,2020-08-10 10:59AM EDT,12,call,-1.00,290.00,-16.00%
4.25,4.50,4.55,MSFT210618C00300000,"June 18, 2021",19,2020-08-10 10:12AM EDT,6,call,-0.70,300.00,-13.46%
3.50,3.80,3.80,MSFT210618C00310000,"June 18, 2021",3,2020-08-10 10:05AM EDT,3,call,-0.23,310.00,-5.71%
3.00,3.10,3.20,MSFT210618C00320000,"June 18, 2021",167,2020-08-10 11:09AM EDT,19,call,-0.50,320.00,-13.89%
13.90,12.71,14.90,MSFT220318P00155000,"March 18, 2022",261,2020-07-22 2:31PM EDT,476,put,0.00,155.00,-
15.50,14.75,16.45,MSFT220318P00160000,"March 18, 2022",30,2020-07-30 2:58PM EDT,2,put,0.00,160.00,-
17.00,16.35,18.30,MSFT220318P00165000,"March 18, 2022",181,2020-07-29 11:25AM EDT,2,put,0.00,165.00,-
18.80,18.55,20.15,MSFT220318P00170000,"March 18, 2022",22,2020-07-30 2:58PM EDT,1,put,+0.35,170.00,+1.92%
17.70,19.82,21.50,MSFT220318P00175000,"March 18, 2022",22,2020-06-30 3:49PM EDT,6,put,0.00,175.00,-
22.80,22.47,23.90,MSFT220318P00180000,"March 18, 2022",60,2020-07-28 3:18PM EDT,1,put,0.00,180.00,-
25.00,23.75,26.15,MSFT220318P00185000,"March 18, 2022",58,2020-07-14 3:58PM EDT,10,put,0.00,185.00,-
25.55,28.72,30.35,MSFT220318P00190000,"March 18, 2022",14,2020-06-24 12:09PM EDT,3,put,0.00,190.00,-
32.55,30.52,33.05,MSFT210917P00210000,"September 17, 2021","2,422",2020-08-07 1:07PM EDT,1,put,0.00,210.00,-
38.10,33.90,39.00,MSFT210917P00220000,"September 17, 2021",359,2020-08-06 2:07PM EDT,3,put,0.00,220.00,-
44.55,43.75,45.25,MSFT210917P00230000,"September 17, 2021","1,119",2020-08-07 12:47PM EDT,1,put,+2.25,230.00,+5.42%
51.00,52.40,51.85,MSFT210917P00240000,"September 17, 2021",32,2020-07-14 10:11AM EDT,2,put,0.00,240.00,-
58.30,55.00,59.65,MSFT210917P00250000,"September 17, 2021",13,2020-08-07 12:59PM EDT,1,put,0.00,250.00,-
65.80,62.00,66.55,MSFT210917P00260000,"September 17, 2021",8,2020-08-04 11:23AM EDT,2,put,0.00,260.00,-
90.05,91.90,92.35,MSFT220916P00280000,"September 16, 2022",25,2020-08-10 11:00AM EDT,2,put,+7.00,280.00,+8.24%
105.90,109.40,108.85,MSFT220916P00300000,"September 16, 2022",6,2020-07-27 12:59PM EDT,1,put,0.00,300.00,-
114.45,117.80,117.35,MSFT220916P00310000,"September 16, 2022",1,2020-07-17 12:04PM EDT,-,put,0.00,310.00,-
123.00,119.29,125.80,MSFT220916P00320000,"September 16, 2022",3,2020-08-05 11:39AM EDT,2,put,0.00,320.00,-
42.55,46.70,44.10,MSFT220617C00195000,"June 17, 2022",111,2020-08-07 12:03PM EDT,1,call,0.00,195.00,-
39.80,43.45,41.55,MSFT220617C00200000,"June 17, 2022",862,2020-08-07 2:32PM EDT,7,call,0.00,200.00,-
35.75,36.65,37.10,MSFT220617C00210000,"June 17, 2022",901,2020-08-10 11:32AM EDT,2,call,-2.05,210.00,-5.30%
32.20,32.36,33.10,MSFT220617C00220000,"June 17, 2022","1,797",2020-08-10 11:08AM EDT,276,call,-1.99,220.00,-5.79%
27.95,30.95,29.65,MSFT220617C00230000,"June 17, 2022",784,2020-08-07 12:25PM EDT,2,call,0.00,230.00,-
24.90,24.90,26.15,MSFT220617C00240000,"June 17, 2022","1,122",2020-08-07 3:59PM EDT,1,call,-3.25,240.00,-11.55%
21.70,23.00,23.00,MSFT220617C00250000,"June 17, 2022","1,443",2020-08-10 10:31AM EDT,5,call,-0.10,250.00,-0.43%
19.30,21.80,20.25,MSFT220617C00260000,"June 17, 2022",174,2020-08-07 10:04AM EDT,1,call,0.00,260.00,-
0.23,0.27,0.39,MSFT210618P00065000,"June 18, 2021","2,776",2020-08-05 9:54AM EDT,2,put,0.00,65.00,-
0.31,0.36,0.46,MSFT210618P00070000,"June 18, 2021","1,418",2020-08-06 2:09PM EDT,2,put,0.00,70.00,-
0.00,0.85,0.00,MSFT210618P00075000,"June 18, 2021",604,2020-07-09 4:58PM EDT,1,put,0.00,75.00,-
0.54,0.48,0.69,MSFT210618P00080000,"June 18, 2021",986,2020-07-27 3:03PM EDT,2,put,0.00,80.00,-
0.69,0.60,0.86,MSFT210618P00085000,"June 18, 2021",69,2020-07-22 10:47AM EDT,3,put,0.00,85.00,-
0.85,0.85,1.03,MSFT210618P00090000,"June 18, 2021","1,078",2020-07-24 10:37AM EDT,50,put,0.00,90.00,-
1.06,0.97,1.25,MSFT210618P00095000,"June 18, 2021",725,2020-08-07 9:30AM EDT,3,put,0.00,95.00,-
1.32,0.95,1.48,MSFT210618P00100000,"June 18, 2021","4,255",2020-08-03 9:30AM EDT,2,put,0.00,100.00,-
25.45,26.50,25.95,MSFT210219C00200000,"February 19, 2021",6,2020-08-10 10:32AM EDT,14,call,-2.75,200.00,-9.40%
29.75,29.60,30.65,MSFT220318P00195000,"March 18, 2022",14,2020-07-31 1:48PM EDT,1,put,0.00,195.00,-
32.10,29.80,33.20,MSFT220318P00200000,"March 18, 2022",60,2020-08-05 3:39PM EDT,25,put,0.00,200.00,-
37.60,38.20,38.40,MSFT220318P00210000,"March 18, 2022",188,2020-08-10 11:12AM EDT,4,put,+1.74,210.00,+4.77%
43.30,40.08,44.40,MSFT220318P00220000,"March 18, 2022",62,2020-08-04 11:22AM EDT,20,put,0.00,220.00,-
49.55,44.27,50.85,MSFT220318P00230000,"March 18, 2022",1,2020-08-03 11:28AM EDT,1,put,0.00,230.00,-
52.70,63.60,56.60,MSFT220318P00240000,"March 18, 2022",3,2020-06-15 2:53PM EDT,4,put,0.00,240.00,-
63.00,57.95,64.75,MSFT220318P00250000,"March 18, 2022",5,2020-08-06 3:33PM EDT,2,put,0.00,250.00,-
17.40,17.40,17.90,MSFT220617C00270000,"June 17, 2022","1,556",2020-08-10 11:47AM EDT,3,call,-1.35,270.00,-7.20%
15.05,15.90,16.05,MSFT220617C00280000,"June 17, 2022","1,130",2020-08-10 10:39AM EDT,6,call,-0.80,280.00,-4.79%
13.15,14.85,14.25,MSFT220617C00290000,"June 17, 2022",2,2020-08-07 11:26AM EDT,2,call,0.00,290.00,-
11.65,12.70,12.55,MSFT220617C00300000,"June 17, 2022",54,2020-08-07 11:54AM EDT,8,call,-0.30,300.00,-2.31%
10.25,11.78,11.15,MSFT220617C00310000,"June 17, 2022",5,2020-08-07 3:02PM EDT,6,call,0.00,310.00,-
9.10,9.70,10.00,MSFT220617C00320000,"June 17, 2022",27,2020-08-10 9:44AM EDT,2,call,-0.70,320.00,-6.73%
1.32,1.72,1.93,MSFT220617P00080000,"June 17, 2022",534,2020-08-10 10:55AM EDT,1,put,+0.26,80.00,+17.81%
1.43,1.95,2.93,MSFT220617P00085000,"June 17, 2022",277,2020-08-05 2:24PM EDT,2,put,0.00,85.00,-
1.62,1.43,1.83,MSFT210618P00105000,"June 18, 2021","1,099",2020-08-07 9:30AM EDT,3,put,0.00,105.00,-
1.97,1.95,2.19,MSFT210618P00110000,"June 18, 2021","1,099",2020-08-07 2:22PM EDT,50,put,0.00,110.00,-
2.37,2.10,2.62,MSFT210618P00115000,"June 18, 2021","1,729",2020-08-06 9:42AM EDT,5,put,0.00,115.00,-
2.86,2.89,3.15,MSFT210618P00120000,"June 18, 2021","2,187",2020-08-07 2:23PM EDT,3,put,+0.09,120.00,+3.21%
3.35,3.00,3.65,MSFT210618P00125000,"June 18, 2021","2,842",2020-08-06 9:41AM EDT,2,put,0.00,125.00,-
3.95,3.45,4.30,MSFT210618P00130000,"June 18, 2021","3,904",2020-08-06 10:53AM EDT,3,put,0.00,130.00,-
22.85,24.30,23.25,MSFT210219C00205000,"February 19, 2021",1,2020-08-10 10:14AM EDT,8,call,-2.60,205.00,-9.67%
20.20,20.70,20.85,MSFT210219C00210000,"February 19, 2021",2,2020-08-10 11:36AM EDT,16,call,-3.40,210.00,-14.11%
18.30,18.76,18.65,MSFT210219C00215000,"February 19, 2021",12,2020-08-10 11:31AM EDT,9,call,-2.59,215.00,-12.13%
15.75,18.90,16.55,MSFT210219C00220000,"February 19, 2021",37,2020-08-10 9:30AM EDT,3,call,-1.55,220.00,-7.58%
14.30,14.40,14.45,MSFT210219C00225000,"February 19, 2021",4,2020-08-10 11:46AM EDT,322,call,-1.60,225.00,-10.00%
12.20,12.60,12.95,MSFT210219C00230000,"February 19, 2021",13,2020-08-10 11:41AM EDT,50,call,-2.85,230.00,-18.45%
11.05,11.33,11.35,MSFT210219C00235000,"February 19, 2021",43,2020-08-10 11:31AM EDT,16,call,-3.62,235.00,-24.21%
66.60,79.45,70.80,MSFT220318P00260000,"March 18, 2022",3,2020-06-15 2:54PM EDT,2,put,0.00,260.00,-
78.80,83.40,82.60,MSFT220318P00270000,"March 18, 2022",3,2020-06-17 11:10AM EDT,1,put,0.00,270.00,-
85.75,80.50,87.40,MSFT220318P00280000,"March 18, 2022",2,2020-08-03 9:59AM EDT,2,put,0.00,280.00,-
0.00,105.60,0.00,MSFT201016C00080000,"October 16, 2020",1,2020-07-09 4:57PM EDT,5,call,0.00,80.00,-
0.92,2.87,4.55,MSFT220617P00090000,"June 17, 2022",396,2020-07-09 12:20PM EDT,1,put,0.00,90.00,-
0.50,2.46,5.00,MSFT220617P00095000,"June 17, 2022",23,2020-07-07 1:17PM EDT,2,put,0.00,95.00,-
3.45,3.76,5.05,MSFT220617P00100000,"June 17, 2022",753,2020-08-06 9:58AM EDT,2,put,0.00,100.00,-
4.30,4.20,5.05,MSFT220617P00105000,"June 17, 2022",368,2020-07-23 1:37PM EDT,1,put,0.00,105.00,-
5.00,3.91,6.10,MSFT220617P00110000,"June 17, 2022",419,2020-08-07 9:42AM EDT,2,put,0.00,110.00,-
4.05,6.57,8.50,MSFT220617P00115000,"June 17, 2022",405,2020-06-18 3:53PM EDT,3,put,0.00,115.00,-
6.65,6.16,8.15,MSFT220617P00120000,"June 17, 2022",323,2020-08-05 1:08PM EDT,2,put,0.00,120.00,-
156.75,162.00,157.70,MSFT210115C00050000,"January 15, 2021",14,2020-07-20 3:46PM EDT,2,call,0.00,50.00,-
4.70,4.70,4.80,MSFT210618P00135000,"June 18, 2021",713,2020-08-10 11:30AM EDT,278,put,+0.25,135.00,+5.62%
5.45,5.00,5.75,MSFT210618P00140000,"June 18, 2021","5,431",2020-08-07 12:55PM EDT,5,put,0.00,140.00,-
6.35,5.35,6.60,MSFT210618P00145000,"June 18, 2021","2,165",2020-08-04 3:30PM EDT,150,put,0.00,145.00,-
7.35,7.40,7.60,MSFT210618P00150000,"June 18, 2021","3,047",2020-08-10 9:37AM EDT,2,put,+0.50,150.00,+7.25%
8.40,7.95,8.75,MSFT210618P00155000,"June 18, 2021","2,642",2020-08-07 3:59PM EDT,9,put,0.00,155.00,-
9.60,9.05,9.95,MSFT210618P00160000,"June 18, 2021","3,868",2020-08-07 3:55PM EDT,166,put,0.00,160.00,-
10.95,10.25,11.30,MSFT210618P00165000,"June 18, 2021","3,557",2020-08-07 3:47PM EDT,50,put,0.00,165.00,-
13.05,13.05,13.40,MSFT210219P00185000,"February 19, 2021",774,2020-08-10 11:23AM EDT,3,put,+1.05,185.00,+8.75%
14.90,14.25,15.20,MSFT210219P00190000,"February 19, 2021",1,2020-08-07 1:48PM EDT,1,put,+0.55,190.00,+4.01%
16.95,15.27,17.25,MSFT210219P00195000,"February 19, 2021",10,2020-08-07 1:28PM EDT,10,put,0.00,195.00,-
24.05,20.25,24.40,MSFT210219P00210000,"February 19, 2021",1,2020-08-07 11:21AM EDT,2,put,0.00,210.00,-
0.00,97.00,0.00,MSFT201016C00085000,"October 16, 2020",1,2020-07-09 4:57PM EDT,1,call,0.00,85.00,-
116.75,120.74,117.55,MSFT201016C00090000,"October 16, 2020",5,2020-07-21 3:03PM EDT,1,call,0.00,90.00,-
0.00,79.65,0.00,MSFT201016C00095000,"October 16, 2020",104,2020-07-09 4:57PM EDT,2,call,0.00,95.00,-
106.75,115.37,107.55,MSFT201016C00100000,"October 16, 2020",121,2020-08-06 3:26PM EDT,1,call,0.00,100.00,-
101.80,107.70,102.70,MSFT201016C00105000,"October 16, 2020",6,2020-08-03 10:10AM EDT,1,call,0.00,105.00,-
96.65,92.85,97.80,MSFT201016C00110000,"October 16, 2020",41,2020-07-27 1:28PM EDT,3,call,0.00,110.00,-
